train_sub,test_sub,task,acc,spec,sen
MSC01,MSC02,glass,0.65,0.3,1.0
MSC01,MSC02,semantic,0.6750000000000002,0.3499999999999999,1.0
MSC01,MSC02,motor,0.6199999999999999,0.30999999999999994,0.93
MSC01,MSC02,mem,0.7699999999999999,0.67,0.8700000000000001
MSC01,MSC03,glass,0.51,0.09,0.93
MSC01,MSC03,semantic,0.4800000000000001,0.06999999999999999,0.8900000000000002
MSC01,MSC03,motor,0.5499999999999999,0.09999999999999999,1.0
MSC01,MSC03,mem,0.66875,0.4,0.9375
MSC01,MSC04,glass,0.5449999999999999,0.09,1.0
MSC01,MSC04,semantic,0.6799999999999999,0.37999999999999995,0.9800000000000001
MSC01,MSC04,motor,0.6350000000000001,0.2699999999999999,1.0
MSC01,MSC04,mem,0.7249999999999999,0.5499999999999999,0.9000000000000001
MSC01,MSC05,glass,0.6399999999999999,0.3,0.9800000000000001
MSC01,MSC05,semantic,0.7649999999999999,0.5599999999999999,0.97
MSC01,MSC05,motor,0.645,0.48,0.8100000000000002
MSC01,MSC05,mem,0.7150000000000001,0.8800000000000001,0.55
MSC01,MSC06,glass,0.538888888888889,0.13333333333333336,0.9444444444444444
MSC01,MSC06,semantic,0.705,0.4600000000000001,0.95
MSC01,MSC06,motor,0.5944444444444443,0.31111111111111117,0.8777777777777779
MSC01,MSC06,mem,0.595,0.61,0.58
MSC01,MSC07,glass,0.5399999999999999,0.07999999999999999,1.0
MSC01,MSC07,semantic,0.565,0.13,1.0
MSC01,MSC07,motor,0.5166666666666667,0.03333333333333333,1.0
MSC01,MSC07,mem,0.6599999999999999,0.39,0.93
MSC01,MSC10,glass,0.5499999999999999,0.09999999999999999,1.0
MSC01,MSC10,semantic,0.575,0.15000000000000002,1.0
MSC01,MSC10,motor,0.5449999999999999,0.10999999999999999,0.9800000000000001
MSC01,MSC10,mem,0.745,0.59,0.9000000000000001
MSC02,MSC01,glass,0.6,0.2,1.0
MSC02,MSC01,semantic,0.9199999999999999,0.8500000000000002,0.99
MSC02,MSC01,motor,0.7699999999999999,0.7700000000000001,0.77
MSC02,MSC01,mem,0.8149999999999998,0.8700000000000001,0.76
MSC02,MSC03,glass,0.48,0.030000000000000006,0.93
MSC02,MSC03,semantic,0.7649999999999999,0.68,0.8500000000000002
MSC02,MSC03,motor,0.78,0.64,0.9199999999999999
MSC02,MSC03,mem,0.8125,0.75,0.875
MSC02,MSC04,glass,0.6749999999999999,0.35000000000000003,1.0
MSC02,MSC04,semantic,0.9250000000000002,0.93,0.9200000000000002
MSC02,MSC04,motor,0.85,0.8800000000000001,0.8200000000000001
MSC02,MSC04,mem,0.85,0.79,0.9100000000000001
MSC02,MSC05,glass,0.6050000000000002,0.21000000000000002,1.0
MSC02,MSC05,semantic,0.8600000000000001,0.74,0.9800000000000001
MSC02,MSC05,motor,0.82,0.8699999999999999,0.77
MSC02,MSC05,mem,0.93,0.9,0.9600000000000002
MSC02,MSC06,glass,0.6833333333333333,0.36666666666666664,1.0
MSC02,MSC06,semantic,0.905,0.8600000000000001,0.95
MSC02,MSC06,motor,0.7611111111111111,0.9333333333333333,0.5888888888888888
MSC02,MSC06,mem,0.825,0.86,0.79
MSC02,MSC07,glass,0.5,0.0,1.0
MSC02,MSC07,semantic,0.6049999999999999,0.20999999999999996,1.0
MSC02,MSC07,motor,0.8444444444444444,0.8222222222222222,0.8666666666666668
MSC02,MSC07,mem,0.725,0.54,0.9099999999999999
MSC02,MSC10,glass,0.565,0.13000000000000003,1.0
MSC02,MSC10,semantic,0.6249999999999999,0.35,0.9000000000000001
MSC02,MSC10,motor,0.885,0.86,0.9100000000000001
MSC02,MSC10,mem,0.72,0.68,0.76
MSC03,MSC01,glass,0.5600000000000002,0.74,0.38
MSC03,MSC01,semantic,0.8,0.7,0.9
MSC03,MSC01,motor,0.705,0.4999999999999999,0.9100000000000001
MSC03,MSC01,mem,0.7125,0.9249999999999999,0.49999999999999994
MSC03,MSC02,glass,0.525,0.06,0.99
MSC03,MSC02,semantic,0.6849999999999999,0.37,1.0
MSC03,MSC02,motor,0.6799999999999999,0.36,1.0
MSC03,MSC02,mem,0.675,0.8375,0.5125
MSC03,MSC04,glass,0.665,0.5199999999999999,0.8099999999999999
MSC03,MSC04,semantic,0.845,0.79,0.9000000000000001
MSC03,MSC04,motor,0.695,0.47000000000000003,0.9200000000000002
MSC03,MSC04,mem,0.64375,0.9625000000000001,0.32499999999999996
MSC03,MSC05,glass,0.75,0.5,1.0
MSC03,MSC05,semantic,0.8499999999999999,0.7000000000000001,1.0
MSC03,MSC05,motor,0.75,0.5299999999999999,0.9700000000000001
MSC03,MSC05,mem,0.8812500000000001,0.8375,0.925
MSC03,MSC06,glass,0.65,0.32222222222222224,0.9777777777777779
MSC03,MSC06,semantic,0.7449999999999999,0.7899999999999999,0.7000000000000001
MSC03,MSC06,motor,0.75,0.5333333333333334,0.9666666666666668
MSC03,MSC06,mem,0.63125,0.9,0.3625
MSC03,MSC07,glass,0.525,0.10999999999999999,0.9400000000000001
MSC03,MSC07,semantic,0.7350000000000001,0.4699999999999999,1.0
MSC03,MSC07,motor,0.8333333333333334,0.6666666666666667,1.0
MSC03,MSC07,mem,0.7999999999999999,0.9875,0.6124999999999999
MSC03,MSC10,glass,0.5,0.26,0.74
MSC03,MSC10,semantic,0.5549999999999999,0.55,0.5599999999999999
MSC03,MSC10,motor,0.72,0.51,0.93
MSC03,MSC10,mem,0.7625000000000001,0.975,0.5499999999999999
MSC04,MSC01,glass,0.51,0.02,1.0
MSC04,MSC01,semantic,0.6349999999999999,0.27,1.0
MSC04,MSC01,motor,0.6249999999999999,0.25000000000000006,1.0
MSC04,MSC01,mem,0.575,1.0,0.15
MSC04,MSC02,glass,0.64,0.27999999999999997,1.0
MSC04,MSC02,semantic,0.8099999999999999,0.6199999999999999,1.0
MSC04,MSC02,motor,0.585,0.16999999999999998,1.0
MSC04,MSC02,mem,0.665,1.0,0.32999999999999996
MSC04,MSC03,glass,0.51,0.02,1.0
MSC04,MSC03,semantic,0.565,0.14000000000000004,0.99
MSC04,MSC03,motor,0.5199999999999999,0.04,1.0
MSC04,MSC03,mem,0.7,0.9625,0.4375
MSC04,MSC05,glass,0.63,0.26,1.0
MSC04,MSC05,semantic,0.8699999999999999,0.75,0.99
MSC04,MSC05,motor,0.7500000000000001,0.5,1.0
MSC04,MSC05,mem,0.53,1.0,0.06000000000000001
MSC04,MSC06,glass,0.5777777777777777,0.15555555555555559,1.0
MSC04,MSC06,semantic,0.7050000000000001,0.41,1.0
MSC04,MSC06,motor,0.6222222222222223,0.24444444444444446,1.0
MSC04,MSC06,mem,0.6649999999999999,1.0,0.33
MSC04,MSC07,glass,0.5,0.0,1.0
MSC04,MSC07,semantic,0.5549999999999999,0.11000000000000001,1.0
MSC04,MSC07,motor,0.611111111111111,0.22222222222222224,1.0
MSC04,MSC07,mem,0.5999999999999999,0.9,0.29999999999999993
MSC04,MSC10,glass,0.575,0.15000000000000002,1.0
MSC04,MSC10,semantic,0.6049999999999999,0.21000000000000002,1.0
MSC04,MSC10,motor,0.66,0.31999999999999995,1.0
MSC04,MSC10,mem,0.7799999999999999,0.95,0.61
MSC05,MSC01,glass,0.63,0.26,1.0
MSC05,MSC01,semantic,0.57,0.14,1.0
MSC05,MSC01,motor,0.595,0.5000000000000001,0.69
MSC05,MSC01,mem,0.68,0.36,1.0
MSC05,MSC02,glass,0.505,0.01,1.0
MSC05,MSC02,semantic,0.5,0.0,1.0
MSC05,MSC02,motor,0.57,0.15,0.99
MSC05,MSC02,mem,0.7599999999999999,0.56,0.9600000000000002
MSC05,MSC03,glass,0.595,0.19,1.0
MSC05,MSC03,semantic,0.53,0.06,1.0
MSC05,MSC03,motor,0.73,0.54,0.9199999999999999
MSC05,MSC03,mem,0.8625,0.725,1.0
MSC05,MSC04,glass,0.7050000000000001,0.44000000000000006,0.97
MSC05,MSC04,semantic,0.645,0.29,1.0
MSC05,MSC04,motor,0.85,0.8200000000000001,0.8800000000000001
MSC05,MSC04,mem,0.7999999999999999,0.93,0.67
MSC05,MSC06,glass,0.6388888888888891,0.2777777777777778,1.0
MSC05,MSC06,semantic,0.62,0.24000000000000005,1.0
MSC05,MSC06,motor,0.7222222222222222,0.4666666666666666,0.9777777777777779
MSC05,MSC06,mem,0.725,0.54,0.9100000000000001
MSC05,MSC07,glass,0.505,0.01,1.0
MSC05,MSC07,semantic,0.505,0.01,1.0
MSC05,MSC07,motor,0.4722222222222223,0.04444444444444444,0.9000000000000001
MSC05,MSC07,mem,0.52,0.15,0.8900000000000002
MSC05,MSC10,glass,0.535,0.06999999999999999,1.0
MSC05,MSC10,semantic,0.5499999999999999,0.1,1.0
MSC05,MSC10,motor,0.66,0.49000000000000005,0.8300000000000001
MSC05,MSC10,mem,0.655,0.41999999999999993,0.8900000000000002
MSC06,MSC01,glass,0.538888888888889,0.15555555555555556,0.9222222222222223
MSC06,MSC01,semantic,0.515,0.030000000000000006,1.0
MSC06,MSC01,motor,0.5499999999999999,0.9888888888888889,0.1111111111111111
MSC06,MSC01,mem,0.645,1.0,0.29
MSC06,MSC02,glass,0.7666666666666667,0.5333333333333334,1.0
MSC06,MSC02,semantic,0.78,0.56,1.0
MSC06,MSC02,motor,0.611111111111111,1.0,0.2222222222222222
MSC06,MSC02,mem,0.59,1.0,0.18000000000000002
MSC06,MSC03,glass,0.7277777777777777,0.4666666666666667,0.9888888888888889
MSC06,MSC03,semantic,0.53,0.06,1.0
MSC06,MSC03,motor,0.7,1.0,0.4
MSC06,MSC03,mem,0.55625,0.9875,0.125
MSC06,MSC04,glass,0.8777777777777778,0.7555555555555555,1.0
MSC06,MSC04,semantic,0.865,0.7300000000000001,1.0
MSC06,MSC04,motor,0.6055555555555556,1.0,0.21111111111111114
MSC06,MSC04,mem,0.57,1.0,0.13999999999999999
MSC06,MSC05,glass,0.6833333333333333,0.36666666666666664,1.0
MSC06,MSC05,semantic,0.675,0.35,1.0
MSC06,MSC05,motor,0.6277777777777779,1.0,0.25555555555555554
MSC06,MSC05,mem,0.67,0.99,0.35
MSC06,MSC07,glass,0.5111111111111111,0.03333333333333334,0.9888888888888889
MSC06,MSC07,semantic,0.5149999999999999,0.030000000000000006,1.0
MSC06,MSC07,motor,0.5987654320987654,0.9753086419753088,0.2222222222222222
MSC06,MSC07,mem,0.65,0.89,0.41
MSC06,MSC10,glass,0.5833333333333334,0.16666666666666666,1.0
MSC06,MSC10,semantic,0.5499999999999999,0.09999999999999999,1.0
MSC06,MSC10,motor,0.7166666666666667,0.9444444444444444,0.48888888888888893
MSC06,MSC10,mem,0.5,0.9100000000000001,0.09
MSC07,MSC01,glass,0.7000000000000001,0.4299999999999999,0.97
MSC07,MSC01,semantic,0.865,0.74,0.99
MSC07,MSC01,motor,0.5166666666666667,0.03333333333333334,1.0
MSC07,MSC01,mem,0.655,0.41,0.9
MSC07,MSC02,glass,0.675,0.51,0.8399999999999999
MSC07,MSC02,semantic,0.76,0.7500000000000001,0.77
MSC07,MSC02,motor,0.6499999999999999,0.30000000000000004,1.0
MSC07,MSC02,mem,0.805,0.8,0.8099999999999999
MSC07,MSC03,glass,0.5499999999999999,0.41000000000000003,0.69
MSC07,MSC03,semantic,0.635,0.51,0.76
MSC07,MSC03,motor,0.5111111111111111,0.022222222222222223,1.0
MSC07,MSC03,mem,0.775,0.7125,0.8375
MSC07,MSC04,glass,0.7,0.59,0.8099999999999999
MSC07,MSC04,semantic,0.8300000000000001,0.7700000000000001,0.89
MSC07,MSC04,motor,0.5888888888888889,0.17777777777777778,1.0
MSC07,MSC04,mem,0.6050000000000001,0.5,0.71
MSC07,MSC05,glass,0.51,0.5,0.52
MSC07,MSC05,semantic,0.7899999999999999,0.8400000000000001,0.74
MSC07,MSC05,motor,0.48888888888888893,0.0,0.9777777777777779
MSC07,MSC05,mem,0.6499999999999999,0.51,0.7899999999999999
MSC07,MSC06,glass,0.5277777777777778,0.6222222222222222,0.4333333333333333
MSC07,MSC06,semantic,0.6300000000000001,0.9600000000000002,0.29999999999999993
MSC07,MSC06,motor,0.6358024691358025,0.271604938271605,1.0
MSC07,MSC06,mem,0.615,0.6199999999999999,0.61
MSC07,MSC10,glass,0.7249999999999999,0.8600000000000001,0.59
MSC07,MSC10,semantic,0.7400000000000001,0.9400000000000001,0.54
MSC07,MSC10,motor,0.561111111111111,0.1222222222222222,1.0
MSC07,MSC10,mem,0.755,0.85,0.6599999999999999
MSC10,MSC01,glass,0.5449999999999999,0.09,1.0
MSC10,MSC01,semantic,0.5499999999999999,0.09999999999999999,1.0
MSC10,MSC01,motor,0.62,0.36,0.8800000000000001
MSC10,MSC01,mem,0.7999999999999999,0.5999999999999999,1.0
MSC10,MSC02,glass,0.5549999999999999,0.10999999999999999,1.0
MSC10,MSC02,semantic,0.5850000000000001,0.16999999999999998,1.0
MSC10,MSC02,motor,0.78,0.57,0.99
MSC10,MSC02,mem,0.7100000000000001,0.43,0.99
MSC10,MSC03,glass,0.5,0.0,1.0
MSC10,MSC03,semantic,0.5,0.0,1.0
MSC10,MSC03,motor,0.5449999999999999,0.16,0.93
MSC10,MSC03,mem,0.6625,0.325,1.0
MSC10,MSC04,glass,0.5499999999999999,0.09999999999999999,1.0
MSC10,MSC04,semantic,0.5549999999999999,0.10999999999999999,1.0
MSC10,MSC04,motor,0.825,0.69,0.96
MSC10,MSC04,mem,0.7649999999999999,0.61,0.9200000000000002
MSC10,MSC05,glass,0.595,0.19,1.0
MSC10,MSC05,semantic,0.565,0.12999999999999998,1.0
MSC10,MSC05,motor,0.6249999999999999,0.6599999999999999,0.59
MSC10,MSC05,mem,0.8200000000000001,0.8099999999999999,0.8300000000000001
MSC10,MSC06,glass,0.5555555555555555,0.11111111111111113,1.0
MSC10,MSC06,semantic,0.5599999999999999,0.12,1.0
MSC10,MSC06,motor,0.7277777777777776,0.6555555555555556,0.8
MSC10,MSC06,mem,0.5349999999999999,0.6099999999999999,0.45999999999999996
MSC10,MSC07,glass,0.5,0.0,1.0
MSC10,MSC07,semantic,0.5599999999999999,0.12,1.0
MSC10,MSC07,motor,0.7277777777777779,0.47777777777777775,0.9777777777777779
MSC10,MSC07,mem,0.7849999999999999,0.7,0.8700000000000001
