train_sub,train_task,acc,frames
MSC02,mem,1.0,311
MSC05,mem,1.0,311
MSC06,mem,0.9444444444444444,311
MSC07,mem,1.0,311
MSC02,mem,1.0,276
MSC05,mem,1.0,276
MSC06,mem,0.9444444444444444,276
MSC07,mem,1.0,276
MSC02,mem,0.9,133
MSC05,mem,1.0,133
MSC06,mem,1.0,133
MSC07,mem,0.95,133
MSC02,mem,0.9166666666666666,342
MSC05,mem,1.0,342
MSC06,mem,0.9285714285714286,342
MSC07,mem,1.0,342
MSC02,mem,0.9,103
MSC05,mem,1.0,103
MSC06,mem,1.0,103
MSC07,mem,0.95,103
MSC02,mem,0.95,144
MSC05,mem,1.0,144
MSC06,mem,1.0,144
MSC07,mem,0.95,144
MSC02,mem,1.0,316
MSC05,mem,1.0,316
MSC06,mem,0.9444444444444444,316
MSC07,mem,1.0,316
MSC02,mem,1.0,285
MSC05,mem,1.0,285
MSC06,mem,0.9444444444444444,285
MSC07,mem,1.0,285
MSC02,mem,0.8,68
MSC05,mem,1.0,68
MSC06,mem,0.8,68
MSC07,mem,0.9,68
MSC02,mem,0.95,112
MSC05,mem,1.0,112
MSC06,mem,1.0,112
MSC07,mem,0.95,112
MSC02,mem,0.95,110
MSC05,mem,1.0,110
MSC06,mem,1.0,110
MSC07,mem,0.95,110
MSC02,mem,0.9,84
MSC05,mem,1.0,84
MSC06,mem,0.9,84
MSC07,mem,0.95,84
MSC02,mem,1.0,269
MSC05,mem,1.0,269
MSC06,mem,0.9444444444444444,269
MSC07,mem,1.0,269
MSC02,mem,1.0,315
MSC05,mem,1.0,315
MSC06,mem,0.9444444444444444,315
MSC07,mem,1.0,315
MSC02,mem,1.0,323
MSC05,mem,1.0,323
MSC06,mem,0.9444444444444444,323
MSC07,mem,1.0,323
MSC02,mem,0.9,85
MSC05,mem,1.0,85
MSC06,mem,0.95,85
MSC07,mem,0.95,85
MSC02,mem,1.0,252
MSC05,mem,1.0,252
MSC06,mem,0.9444444444444444,252
MSC07,mem,1.0,252
MSC02,mem,0.9,79
MSC05,mem,1.0,79
MSC06,mem,0.9,79
MSC07,mem,0.95,79
MSC02,mem,0.8,58
MSC05,mem,0.85,58
MSC06,mem,0.8,58
MSC07,mem,0.75,58
MSC02,mem,0.95,144
MSC05,mem,1.0,144
MSC06,mem,1.0,144
MSC07,mem,0.95,144
MSC02,mem,0.9,76
MSC05,mem,1.0,76
MSC06,mem,0.85,76
MSC07,mem,0.95,76
MSC02,mem,0.9,81
MSC05,mem,1.0,81
MSC06,mem,0.9,81
MSC07,mem,0.95,81
MSC02,mem,0.95,162
MSC05,mem,1.0,162
MSC06,mem,1.0,162
MSC07,mem,1.0,162
MSC02,mem,1.0,272
MSC05,mem,1.0,272
MSC06,mem,0.9444444444444444,272
MSC07,mem,1.0,272
MSC02,mem,1.0,193
MSC05,mem,1.0,193
MSC06,mem,0.95,193
MSC07,mem,1.0,193
MSC02,mem,0.8,70
MSC05,mem,1.0,70
MSC06,mem,0.8,70
MSC07,mem,0.9,70
MSC02,mem,0.95,157
MSC05,mem,1.0,157
MSC06,mem,1.0,157
MSC07,mem,1.0,157
MSC02,mem,1.0,218
MSC05,mem,1.0,218
MSC06,mem,0.95,218
MSC07,mem,1.0,218
MSC02,mem,0.9,97
MSC05,mem,1.0,97
MSC06,mem,1.0,97
MSC07,mem,0.95,97
MSC02,mem,0.9,75
MSC05,mem,1.0,75
MSC06,mem,0.85,75
MSC07,mem,0.9,75
MSC02,mem,0.95,167
MSC05,mem,1.0,167
MSC06,mem,1.0,167
MSC07,mem,1.0,167
MSC02,mem,1.0,193
MSC05,mem,1.0,193
MSC06,mem,0.95,193
MSC07,mem,1.0,193
MSC02,mem,1.0,307
MSC05,mem,1.0,307
MSC06,mem,0.9444444444444444,307
MSC07,mem,1.0,307
MSC02,mem,1.0,218
MSC05,mem,1.0,218
MSC06,mem,0.95,218
MSC07,mem,1.0,218
MSC02,mem,1.0,271
MSC05,mem,1.0,271
MSC06,mem,0.9444444444444444,271
MSC07,mem,1.0,271
MSC02,mem,1.0,222
MSC05,mem,1.0,222
MSC06,mem,0.95,222
MSC07,mem,1.0,222
MSC02,mem,1.0,300
MSC05,mem,1.0,300
MSC06,mem,0.9444444444444444,300
MSC07,mem,1.0,300
MSC02,mem,0.95,152
MSC05,mem,1.0,152
MSC06,mem,1.0,152
MSC07,mem,1.0,152
MSC02,mem,1.0,256
MSC05,mem,1.0,256
MSC06,mem,0.9444444444444444,256
MSC07,mem,1.0,256
MSC02,mem,0.7666666666666666,346
MSC05,mem,1.0,346
MSC06,mem,0.9285714285714286,346
MSC07,mem,1.0,346
MSC02,mem,1.0,208
MSC05,mem,0.95,208
MSC06,mem,0.95,208
MSC07,mem,1.0,208
MSC02,mem,0.8,51
MSC05,mem,0.9,51
MSC06,mem,0.85,51
MSC07,mem,0.7,51
MSC02,mem,0.85,72
MSC05,mem,1.0,72
MSC06,mem,0.9,72
MSC07,mem,0.9,72
MSC02,mem,0.9,141
MSC05,mem,1.0,141
MSC06,mem,1.0,141
MSC07,mem,0.95,141
MSC02,mem,1.0,231
MSC05,mem,1.0,231
MSC06,mem,0.95,231
MSC07,mem,1.0,231
MSC02,mem,0.9,107
MSC05,mem,1.0,107
MSC06,mem,1.0,107
MSC07,mem,0.95,107
MSC02,mem,0.95,172
MSC05,mem,1.0,172
MSC06,mem,1.0,172
MSC07,mem,1.0,172
MSC02,mem,0.7666666666666666,345
MSC05,mem,1.0,345
MSC06,mem,0.9285714285714286,345
MSC07,mem,1.0,345
MSC02,mem,0.8,67
MSC05,mem,0.95,67
MSC06,mem,0.8,67
MSC07,mem,0.9,67
MSC02,mem,0.9,93
MSC05,mem,1.0,93
MSC06,mem,1.0,93
MSC07,mem,1.0,93
MSC02,mem,1.0,267
MSC05,mem,1.0,267
MSC06,mem,0.9444444444444444,267
MSC07,mem,1.0,267
MSC02,mem,0.85,72
MSC05,mem,1.0,72
MSC06,mem,0.9,72
MSC07,mem,0.9,72
MSC02,mem,1.0,236
MSC05,mem,1.0,236
MSC06,mem,0.95,236
MSC07,mem,1.0,236
MSC02,mem,1.0,319
MSC05,mem,1.0,319
MSC06,mem,0.9444444444444444,319
MSC07,mem,1.0,319
MSC02,mem,0.8,54
MSC05,mem,0.9,54
MSC06,mem,0.85,54
MSC07,mem,0.75,54
MSC02,mem,0.9,125
MSC05,mem,1.0,125
MSC06,mem,1.0,125
MSC07,mem,1.0,125
MSC02,mem,0.9,122
MSC05,mem,1.0,122
MSC06,mem,1.0,122
MSC07,mem,1.0,122
MSC02,mem,0.9,101
MSC05,mem,1.0,101
MSC06,mem,1.0,101
MSC07,mem,0.95,101
MSC02,mem,0.95,112
MSC05,mem,1.0,112
MSC06,mem,1.0,112
MSC07,mem,0.95,112
MSC02,mem,0.95,113
MSC05,mem,1.0,113
MSC06,mem,1.0,113
MSC07,mem,0.95,113
MSC02,mem,1.0,260
MSC05,mem,1.0,260
MSC06,mem,0.9444444444444444,260
MSC07,mem,1.0,260
MSC02,mem,1.0,213
MSC05,mem,1.0,213
MSC06,mem,0.95,213
MSC07,mem,1.0,213
MSC02,mem,0.85,74
MSC05,mem,1.0,74
MSC06,mem,0.85,74
MSC07,mem,0.9,74
MSC02,mem,0.8,58
MSC05,mem,0.85,58
MSC06,mem,0.8,58
MSC07,mem,0.75,58
MSC02,mem,0.9166666666666666,344
MSC05,mem,1.0,344
MSC06,mem,0.9285714285714286,344
MSC07,mem,1.0,344
MSC02,mem,0.9,130
MSC05,mem,1.0,130
MSC06,mem,1.0,130
MSC07,mem,0.95,130
MSC02,mem,0.9,120
MSC05,mem,0.95,120
MSC06,mem,1.0,120
MSC07,mem,1.0,120
MSC02,mem,1.0,250
MSC05,mem,1.0,250
MSC06,mem,0.9444444444444444,250
MSC07,mem,1.0,250
MSC02,mem,1.0,204
MSC05,mem,1.0,204
MSC06,mem,0.95,204
MSC07,mem,1.0,204
MSC02,mem,1.0,299
MSC05,mem,1.0,299
MSC06,mem,0.9444444444444444,299
MSC07,mem,1.0,299
MSC02,mem,0.95,170
MSC05,mem,1.0,170
MSC06,mem,1.0,170
MSC07,mem,1.0,170
MSC02,mem,0.95,150
MSC05,mem,1.0,150
MSC06,mem,1.0,150
MSC07,mem,0.95,150
MSC02,mem,0.95,111
MSC05,mem,1.0,111
MSC06,mem,1.0,111
MSC07,mem,0.95,111
MSC02,mem,1.0,223
MSC05,mem,1.0,223
MSC06,mem,0.95,223
MSC07,mem,1.0,223
MSC02,mem,1.0,308
MSC05,mem,1.0,308
MSC06,mem,0.9444444444444444,308
MSC07,mem,1.0,308
MSC02,mem,1.0,225
MSC05,mem,1.0,225
MSC06,mem,0.95,225
MSC07,mem,1.0,225
MSC02,mem,1.0,221
MSC05,mem,1.0,221
MSC06,mem,0.95,221
MSC07,mem,1.0,221
MSC02,mem,0.9,127
MSC05,mem,1.0,127
MSC06,mem,1.0,127
MSC07,mem,1.0,127
MSC02,mem,1.0,207
MSC05,mem,0.95,207
MSC06,mem,0.95,207
MSC07,mem,1.0,207
MSC02,mem,0.9,141
MSC05,mem,1.0,141
MSC06,mem,1.0,141
MSC07,mem,0.95,141
MSC02,mem,1.0,255
MSC05,mem,1.0,255
MSC06,mem,0.9444444444444444,255
MSC07,mem,1.0,255
MSC02,mem,0.85,73
MSC05,mem,1.0,73
MSC06,mem,0.9,73
MSC07,mem,0.9,73
MSC02,mem,0.95,160
MSC05,mem,1.0,160
MSC06,mem,1.0,160
MSC07,mem,1.0,160
MSC02,mem,1.0,280
MSC05,mem,1.0,280
MSC06,mem,0.9444444444444444,280
MSC07,mem,1.0,280
MSC02,mem,1.0,292
MSC05,mem,1.0,292
MSC06,mem,0.9444444444444444,292
MSC07,mem,1.0,292
MSC02,mem,1.0,291
MSC05,mem,1.0,291
MSC06,mem,0.9444444444444444,291
MSC07,mem,1.0,291
MSC02,mem,1.0,229
MSC05,mem,1.0,229
MSC06,mem,0.95,229
MSC07,mem,1.0,229
MSC02,mem,1.0,323
MSC05,mem,1.0,323
MSC06,mem,0.9444444444444444,323
MSC07,mem,1.0,323
MSC02,mem,0.8,69
MSC05,mem,1.0,69
MSC06,mem,0.8,69
MSC07,mem,0.9,69
MSC02,mem,1.0,272
MSC05,mem,1.0,272
MSC06,mem,0.9444444444444444,272
MSC07,mem,1.0,272
MSC02,mem,1.0,299
MSC05,mem,1.0,299
MSC06,mem,0.9444444444444444,299
MSC07,mem,1.0,299
MSC02,mem,1.0,249
MSC05,mem,1.0,249
MSC06,mem,0.9444444444444444,249
MSC07,mem,1.0,249
MSC02,mem,0.8,70
MSC05,mem,1.0,70
MSC06,mem,0.8,70
MSC07,mem,0.9,70
MSC02,mem,1.0,332
MSC05,mem,1.0,332
MSC06,mem,0.9444444444444444,332
MSC07,mem,1.0,332
MSC02,mem,1.0,241
MSC05,mem,0.95,241
MSC06,mem,0.9444444444444444,241
MSC07,mem,1.0,241
MSC02,mem,0.9,87
MSC05,mem,1.0,87
MSC06,mem,0.95,87
MSC07,mem,1.0,87
MSC02,mem,1.0,200
MSC05,mem,1.0,200
MSC06,mem,0.95,200
MSC07,mem,1.0,200
MSC02,mem,1.0,210
MSC05,mem,0.95,210
MSC06,mem,0.95,210
MSC07,mem,1.0,210
MSC02,mem,1.0,266
MSC05,mem,1.0,266
MSC06,mem,0.9444444444444444,266
MSC07,mem,1.0,266
MSC02,mem,0.95,169
MSC05,mem,1.0,169
MSC06,mem,1.0,169
MSC07,mem,1.0,169
MSC02,mem,0.95,165
MSC05,mem,1.0,165
MSC06,mem,1.0,165
MSC07,mem,1.0,165
MSC02,mem,0.9,137
MSC05,mem,1.0,137
MSC06,mem,1.0,137
MSC07,mem,0.95,137
MSC02,mem,0.8,68
MSC05,mem,1.0,68
MSC06,mem,0.8,68
MSC07,mem,0.9,68
MSC02,mem,0.9,141
MSC05,mem,1.0,141
MSC06,mem,1.0,141
MSC07,mem,0.95,141
MSC02,mem,0.95,113
MSC05,mem,1.0,113
MSC06,mem,1.0,113
MSC07,mem,0.95,113
MSC02,mem,1.0,338
MSC05,mem,1.0,338
MSC06,mem,0.9285714285714286,338
MSC07,mem,1.0,338
MSC02,mem,0.9166666666666666,343
MSC05,mem,1.0,343
MSC06,mem,0.9285714285714286,343
MSC07,mem,1.0,343
MSC02,mem,1.0,242
MSC05,mem,0.95,242
MSC06,mem,0.9444444444444444,242
MSC07,mem,1.0,242
MSC02,mem,1.0,274
MSC05,mem,1.0,274
MSC06,mem,0.9444444444444444,274
MSC07,mem,1.0,274
MSC02,mem,0.95,172
MSC05,mem,1.0,172
MSC06,mem,1.0,172
MSC07,mem,1.0,172
MSC02,mem,1.0,251
MSC05,mem,1.0,251
MSC06,mem,0.9444444444444444,251
MSC07,mem,1.0,251
MSC02,mem,0.8,54
MSC05,mem,0.9,54
MSC06,mem,0.85,54
MSC07,mem,0.75,54
MSC02,mem,1.0,297
MSC05,mem,1.0,297
MSC06,mem,0.9444444444444444,297
MSC07,mem,1.0,297
MSC02,mem,0.9,139
MSC05,mem,1.0,139
MSC06,mem,1.0,139
MSC07,mem,0.95,139
MSC02,mem,0.95,168
MSC05,mem,1.0,168
MSC06,mem,1.0,168
MSC07,mem,1.0,168
MSC02,mem,0.95,169
MSC05,mem,1.0,169
MSC06,mem,1.0,169
MSC07,mem,1.0,169
MSC02,mem,1.0,249
MSC05,mem,1.0,249
MSC06,mem,0.9444444444444444,249
MSC07,mem,1.0,249
MSC02,mem,1.0,302
MSC05,mem,1.0,302
MSC06,mem,0.9444444444444444,302
MSC07,mem,1.0,302
MSC02,mem,1.0,305
MSC05,mem,1.0,305
MSC06,mem,0.9444444444444444,305
MSC07,mem,1.0,305
MSC02,mem,0.95,159
MSC05,mem,1.0,159
MSC06,mem,1.0,159
MSC07,mem,1.0,159
MSC02,mem,1.0,292
MSC05,mem,1.0,292
MSC06,mem,0.9444444444444444,292
MSC07,mem,1.0,292
MSC02,mem,0.9,78
MSC05,mem,1.0,78
MSC06,mem,0.9,78
MSC07,mem,0.95,78
MSC02,mem,1.0,250
MSC05,mem,1.0,250
MSC06,mem,0.9444444444444444,250
MSC07,mem,1.0,250
MSC02,mem,1.0,235
MSC05,mem,1.0,235
MSC06,mem,0.95,235
MSC07,mem,1.0,235
MSC02,mem,0.9,102
MSC05,mem,1.0,102
MSC06,mem,1.0,102
MSC07,mem,0.95,102
MSC02,mem,0.8,62
MSC05,mem,0.85,62
MSC06,mem,0.8,62
MSC07,mem,0.8,62
MSC02,mem,1.0,276
MSC05,mem,1.0,276
MSC06,mem,0.9444444444444444,276
MSC07,mem,1.0,276
MSC02,mem,1.0,194
MSC05,mem,1.0,194
MSC06,mem,0.95,194
MSC07,mem,1.0,194
MSC02,mem,1.0,228
MSC05,mem,1.0,228
MSC06,mem,0.95,228
MSC07,mem,1.0,228
MSC02,mem,0.95,153
MSC05,mem,1.0,153
MSC06,mem,1.0,153
MSC07,mem,1.0,153
MSC02,mem,0.8,65
MSC05,mem,0.95,65
MSC06,mem,0.8,65
MSC07,mem,0.85,65
MSC02,mem,0.9,137
MSC05,mem,1.0,137
MSC06,mem,1.0,137
MSC07,mem,0.95,137
MSC02,mem,1.0,287
MSC05,mem,1.0,287
MSC06,mem,0.9444444444444444,287
MSC07,mem,1.0,287
MSC02,mem,1.0,308
MSC05,mem,1.0,308
MSC06,mem,0.9444444444444444,308
MSC07,mem,1.0,308
MSC02,mem,1.0,237
MSC05,mem,0.95,237
MSC06,mem,0.95,237
MSC07,mem,1.0,237
MSC02,mem,1.0,265
MSC05,mem,1.0,265
MSC06,mem,0.9444444444444444,265
MSC07,mem,1.0,265
MSC02,mem,1.0,273
MSC05,mem,1.0,273
MSC06,mem,0.9444444444444444,273
MSC07,mem,1.0,273
MSC02,mem,0.95,144
MSC05,mem,1.0,144
MSC06,mem,1.0,144
MSC07,mem,0.95,144
MSC02,mem,1.0,210
MSC05,mem,0.95,210
MSC06,mem,0.95,210
MSC07,mem,1.0,210
MSC02,mem,1.0,283
MSC05,mem,1.0,283
MSC06,mem,0.9444444444444444,283
MSC07,mem,1.0,283
MSC02,mem,1.0,253
MSC05,mem,1.0,253
MSC06,mem,0.9444444444444444,253
MSC07,mem,1.0,253
MSC02,mem,1.0,179
MSC05,mem,1.0,179
MSC06,mem,0.95,179
MSC07,mem,1.0,179
MSC02,mem,1.0,338
MSC05,mem,1.0,338
MSC06,mem,0.9285714285714286,338
MSC07,mem,1.0,338
MSC02,mem,1.0,275
MSC05,mem,1.0,275
MSC06,mem,0.9444444444444444,275
MSC07,mem,1.0,275
MSC02,mem,0.95,155
MSC05,mem,1.0,155
MSC06,mem,1.0,155
MSC07,mem,1.0,155
MSC02,mem,1.0,251
MSC05,mem,1.0,251
MSC06,mem,0.9444444444444444,251
MSC07,mem,1.0,251
MSC02,mem,0.95,111
MSC05,mem,1.0,111
MSC06,mem,1.0,111
MSC07,mem,0.95,111
MSC02,mem,1.0,269
MSC05,mem,1.0,269
MSC06,mem,0.9444444444444444,269
MSC07,mem,1.0,269
MSC02,mem,1.0,249
MSC05,mem,1.0,249
MSC06,mem,0.9444444444444444,249
MSC07,mem,1.0,249
MSC02,mem,1.0,325
MSC05,mem,1.0,325
MSC06,mem,0.9444444444444444,325
MSC07,mem,1.0,325
MSC02,mem,1.0,223
MSC05,mem,1.0,223
MSC06,mem,0.95,223
MSC07,mem,1.0,223
MSC02,mem,1.0,318
MSC05,mem,1.0,318
MSC06,mem,0.9444444444444444,318
MSC07,mem,1.0,318
MSC02,mem,0.95,153
MSC05,mem,1.0,153
MSC06,mem,1.0,153
MSC07,mem,1.0,153
MSC02,mem,0.9,129
MSC05,mem,1.0,129
MSC06,mem,1.0,129
MSC07,mem,0.95,129
MSC02,mem,0.95,160
MSC05,mem,1.0,160
MSC06,mem,1.0,160
MSC07,mem,1.0,160
MSC02,mem,1.0,177
MSC05,mem,1.0,177
MSC06,mem,0.95,177
MSC07,mem,1.0,177
MSC02,mem,1.0,336
MSC05,mem,1.0,336
MSC06,mem,0.9375,336
MSC07,mem,1.0,336
MSC02,mem,1.0,194
MSC05,mem,1.0,194
MSC06,mem,0.95,194
MSC07,mem,1.0,194
MSC02,mem,1.0,274
MSC05,mem,1.0,274
MSC06,mem,0.9444444444444444,274
MSC07,mem,1.0,274
MSC02,mem,1.0,262
MSC05,mem,1.0,262
MSC06,mem,0.9444444444444444,262
MSC07,mem,1.0,262
MSC02,mem,0.9,90
MSC05,mem,1.0,90
MSC06,mem,1.0,90
MSC07,mem,1.0,90
MSC02,mem,1.0,256
MSC05,mem,1.0,256
MSC06,mem,0.9444444444444444,256
MSC07,mem,1.0,256
MSC02,mem,0.95,162
MSC05,mem,1.0,162
MSC06,mem,1.0,162
MSC07,mem,1.0,162
MSC02,mem,1.0,203
MSC05,mem,1.0,203
MSC06,mem,0.95,203
MSC07,mem,1.0,203
MSC02,mem,1.0,243
MSC05,mem,0.95,243
MSC06,mem,0.9444444444444444,243
MSC07,mem,1.0,243
MSC02,mem,1.0,217
MSC05,mem,1.0,217
MSC06,mem,0.95,217
MSC07,mem,1.0,217
MSC02,mem,0.8,55
MSC05,mem,0.9,55
MSC06,mem,0.85,55
MSC07,mem,0.75,55
MSC02,mem,1.0,336
MSC05,mem,1.0,336
MSC06,mem,0.9375,336
MSC07,mem,1.0,336
MSC02,mem,1.0,183
MSC05,mem,1.0,183
MSC06,mem,0.95,183
MSC07,mem,1.0,183
MSC02,mem,1.0,301
MSC05,mem,1.0,301
MSC06,mem,0.9444444444444444,301
MSC07,mem,1.0,301
MSC02,mem,1.0,227
MSC05,mem,1.0,227
MSC06,mem,0.95,227
MSC07,mem,1.0,227
MSC02,mem,1.0,255
MSC05,mem,1.0,255
MSC06,mem,0.9444444444444444,255
MSC07,mem,1.0,255
MSC02,mem,0.8,54
MSC05,mem,0.9,54
MSC06,mem,0.85,54
MSC07,mem,0.75,54
MSC02,mem,1.0,193
MSC05,mem,1.0,193
MSC06,mem,0.95,193
MSC07,mem,1.0,193
MSC02,mem,0.9,95
MSC05,mem,1.0,95
MSC06,mem,1.0,95
MSC07,mem,0.95,95
MSC02,mem,0.95,165
MSC05,mem,1.0,165
MSC06,mem,1.0,165
MSC07,mem,1.0,165
MSC02,mem,1.0,246
MSC05,mem,1.0,246
MSC06,mem,0.9444444444444444,246
MSC07,mem,1.0,246
MSC02,mem,1.0,319
MSC05,mem,1.0,319
MSC06,mem,0.9444444444444444,319
MSC07,mem,1.0,319
MSC02,mem,0.8,67
MSC05,mem,0.95,67
MSC06,mem,0.8,67
MSC07,mem,0.9,67
MSC02,mem,0.9,103
MSC05,mem,1.0,103
MSC06,mem,1.0,103
MSC07,mem,0.95,103
MSC02,mem,1.0,337
MSC05,mem,1.0,337
MSC06,mem,0.9375,337
MSC07,mem,1.0,337
MSC02,mem,0.9,123
MSC05,mem,1.0,123
MSC06,mem,1.0,123
MSC07,mem,1.0,123
MSC02,mem,0.95,163
MSC05,mem,1.0,163
MSC06,mem,1.0,163
MSC07,mem,1.0,163
MSC02,mem,1.0,214
MSC05,mem,1.0,214
MSC06,mem,0.95,214
MSC07,mem,1.0,214
MSC02,mem,1.0,225
MSC05,mem,1.0,225
MSC06,mem,0.95,225
MSC07,mem,1.0,225
MSC02,mem,1.0,206
MSC05,mem,0.95,206
MSC06,mem,0.95,206
MSC07,mem,1.0,206
MSC02,mem,1.0,234
MSC05,mem,1.0,234
MSC06,mem,0.95,234
MSC07,mem,1.0,234
MSC02,mem,1.0,201
MSC05,mem,1.0,201
MSC06,mem,0.95,201
MSC07,mem,1.0,201
MSC02,mem,0.9166666666666666,344
MSC05,mem,1.0,344
MSC06,mem,0.9285714285714286,344
MSC07,mem,1.0,344
MSC02,mem,1.0,201
MSC05,mem,1.0,201
MSC06,mem,0.95,201
MSC07,mem,1.0,201
MSC02,mem,0.9,123
MSC05,mem,1.0,123
MSC06,mem,1.0,123
MSC07,mem,1.0,123
MSC02,mem,0.9166666666666666,342
MSC05,mem,1.0,342
MSC06,mem,0.9285714285714286,342
MSC07,mem,1.0,342
MSC02,mem,1.0,321
MSC05,mem,1.0,321
MSC06,mem,0.9444444444444444,321
MSC07,mem,1.0,321
MSC02,mem,0.8,68
MSC05,mem,1.0,68
MSC06,mem,0.8,68
MSC07,mem,0.9,68
MSC02,mem,0.95,167
MSC05,mem,1.0,167
MSC06,mem,1.0,167
MSC07,mem,1.0,167
MSC02,mem,1.0,185
MSC05,mem,1.0,185
MSC06,mem,0.95,185
MSC07,mem,1.0,185
MSC02,mem,0.9,105
MSC05,mem,1.0,105
MSC06,mem,1.0,105
MSC07,mem,0.95,105
MSC02,mem,1.0,337
MSC05,mem,1.0,337
MSC06,mem,0.9375,337
MSC07,mem,1.0,337
MSC02,mem,1.0,290
MSC05,mem,1.0,290
MSC06,mem,0.9444444444444444,290
MSC07,mem,1.0,290
MSC02,mem,1.0,332
MSC05,mem,1.0,332
MSC06,mem,0.9444444444444444,332
MSC07,mem,1.0,332
MSC02,mem,0.9,133
